MNC5688691	weakly similar to UP|Q6TDU2 (Q6TDU2) Coronatine-insensitive  1
MNC5688878	similar to UP|Q8S920 (Q8S920) Ubiquitin-conjugating enzyme  OsUBC5a
MNC5691845	
MNC5688696	similar to UP|O65744 (O65744) GDP dissociation inhibitor
MNC5688695	
MNC5692623	homologue to UP|O04276 (O04276) Pschi4
MNC5691620	weakly similar to UP|Q93X17 (Q93X17) Snakin2 precursor
MNC5691619	similar to GP|7025493|gb|A expansin 2 {Zinnia elegans}
MNC5691626	similar to GB|AAP31933.1|30387535|BT006589 At4g26850  {Arabidopsis thaliana;} 
MNC5691623	similar to UP|O82450 (O82450) Branched-chain alpha-keto acid  decarboxylase E1 beta subunit  
MNC5690342	weakly similar to GB|AAQ73179.1|34485583|AY341888  extracellular calcium sensing receptor {Arabidopsis thaliana;} 
MNC5690341	
MNC5688572	similar to GP|13374061|emb ZF-HD homeobox protein  {Flaveria bidentis}
MNC5690343	similar to GB|AAR24683.1|38603876|BT010905 At2g31670  {Arabidopsis thaliana;} 
MNC5689754	similar to UP|Q8VYV7 (Q8VYV7) AT5g66120/K2A18_20
MNC5689753	
MNC5689756	similar to PIR|T52589|T52589 ribose-phosphate  diphosphokinase  [imported] - Arabidopsis thaliana {Arabidopsis thaliana;}  
MNC5689750	
MNC5689752	weakly similar to UP|Q9SX67 (Q9SX67) F11A17.11 (At1g48330)
MNC5689751	NADPH
MNC5689757	
MNC5700390	
MNC5689252	
MNC5689561	
MNC5689254	
MNC5689003	weakly similar to UP|Q8LEC1 (Q8LEC1) Contains similarity to  22 kDa peroxisomal membrane protein
MNC5697077	tau class glutathione S-transferase [Pinus tabuliformis]  
MNC5697078	homologue to UP|Q6RI22 (Q6RI22) 60S ribosomal protein L44
MNC5697528	homologue to UP|O23140 (O23140) AP47/50p
MNC5697073	similar to UP|Q6Y1D6 (Q6Y1D6) 60S acidic ribosomal protein  P3 (Fragment)
MNC5697074	similar to GB|AAM10337.1|20147247|AY093713 AT3g04780/F7O18_27  {Arabidopsis thaliana;} 
MNC5697075	similar to UP|O04391 (O04391) Cinnamyl alcohol dehydrogenase  
MNC5697076	similar to UP|Q9LW68 (Q9LW68) Gb|AAC63835.1
MNC5697069	weakly similar to UP|H1E_CHIPA (P40262) Histone H1E
MNC5697070	similar to UP|Q9SW21 (Q9SW21) Acyl carrier-like protein  (AT4g25050/F13M23_190)
MNC5697071	similar to GB|BAC78560.1|32352134|AB110168 caffeoyl-CoA  3-O-methyltransferase {Oryza sativa (japonica cultivar-group);} 
MNC5698390	
MNC5697675	
MNC5697676	similar to UP|Q8RW28 (Q8RW28) Plasma membrane H+-ATPase  
MNC5688404	weakly similar to GB|AAM64538.1|21592589|AY086975  cinnamoyl-CoA reductase-like protein {Arabidopsis thaliana;} 
MNC5688403	similar to UP|Q6WBY1 (Q6WBY1) Anti-bacterial protein
MNC5688406	
MNC5697673	
MNC5688401	weakly similar to UP|LED8_DAUCA (P20075) Embryonic protein  DC-8
MNC5697674	similar to UP|Q9AV87 (Q9AV87) 60S ribosomal protein L21
MNC5697671	weakly similar to GB|AAN28760.1|23505801|AY143821  At3g51730/T18N14_110 {Arabidopsis thaliana;} 
MNC5697140	similar to GB|AAO11561.1|27363284|BT002645  At2g25520/F13B15.18 {Arabidopsis thaliana;} 
MNC5697669	UP|Q9AV77 (Q9AV77) 60S ribosomal protein L17
MNC5697670	homologue to UP|Q8H933 (Q8H933) Alpha tubulin
MNC5694997	weakly similar to GB|AAQ65160.1|34365697|BT010537 At4g10500  {Arabidopsis thaliana;} 
MNC5694990	similar to GP|27316476|gb| integral membrane efflux  protein {Staphylococcus epidermidis ATCC 12228}
MNC5687839	
MNC5694992	weakly similar to UP|Q9V5D2 (Q9V5D2) CG1472-PA
MNC5694994	weakly similar to UP|Q9LH82 (Q9LH82) Similarity to AAA-type  ATPase
MNC5694996	similar to UP|Q8VY21 (Q8VY21) Tubby-like protein 3
MNC5691376	
MNC5698927	
MNC5698693	weakly similar to UP|Q8VYU7 (Q8VYU7) At1g25230/F4F7_8
MNC5698923	similar to PIR|F84542|F84542 nodulin-like protein [imported]  - Arabidopsis thaliana {Arabidopsis thaliana;} 
MNC5698690	similar to GP|7108597|gb| K+ transporter HAK5 {Arabidopsis  thaliana}
MNC5696738	similar to UP|Q94C11 (Q94C11) AT3g52120/F4F15_230
MNC5700267	
MNC5698037	
MNC5698030	
MNC5698029	
MNC5698036	
MNC5698035	
MNC5698034	
MNC5691714	
MNC5691715	similar to UP|Q88C55 (Q88C55) Phosphate ABC transporter
MNC5699299	similar to UP|CALX_HELTU (Q39994) Calnexin homolog  precursor
MNC5699307	similar to GP|21104783|dbj OJ1529_G03.6 {Oryza sativa  (japonica cultivar-group)}
MNC5691371	
MNC5693749	
MNC5693754	similar to UP|Q9MSB6 (Q9MSB6) Triose phosphate/phosphate  translocator
MNC5693753	
MNC5693756	homologue to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5693758	UP|O22430 (O22430) H2A homolog
MNC5693757	similar to UP|O49081 (O49081) Clp-like energy-dependent  protease
MNC5696596	similar to UP|Q9S762 (Q9S762) ATP phosphoribosyl transferase  
MNC5700749	
MNC5691403	tau class glutathione S-transferase [Pinus tabuliformis]  
MNC5691401	similar to UP|Q84Z89 (Q84Z89) 30S ribosomal protein  S16-like
MNC5691408	
MNC5694052	homologue to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5699446	weakly similar to GP|27817840|db OJ1127_E01.12 {Oryza  sativa (japonica cultivar-group)}
MNC5699443	similar to UP|Q8LK06 (Q8LK06) Methyl binding domain protein  MBD109
MNC5699440	
MNC5699439	
MNC5695747	weakly similar to UP|Q9LKX5 (Q9LKX5) Acyl-CoA oxidase ACX3   (At1g06290) 
MNC5695748	weakly similar to UP|O82179 (O82179) Glycine decarboxylase  complex H-protein (At2g35120/T4C15.21)
MNC5695744	
MNC5695745	weakly similar to UP|Q757T2 (Q757T2) AEL070Wp
MNC5695746	similar to GB|AAM16233.1|20334744|AY093972  AT3g45210/T14D3_150 {Arabidopsis thaliana;} 
MNC5695249	similar to UP|O65066 (O65066) GASA5-like protein
MNC5695255	similar to UP|O24247 (O24247) Small heat shock protein
MNC5695256	similar to UP|HEM6_ARATH (Q9LR75) Coproporphyrinogen III  oxidase
MNC5695253	UP|Q85X14 (Q85X14) ORF62b
MNC5695254	similar to UP|Q941I1 (Q941I1) COP9 complex subunit 6
MNC5700105	similar to UP|ADT_NEUCR (P02723) ADP
MNC5695257	weakly similar to UP|Q84VH0 (Q84VH0) Glutathione  S-transferase Z1
MNC5695258	similar to UP|Q8VXU5 (Q8VXU5) AT3g53630/F4P12_330
MNC5700099	similar to GP|18491239|gb At2g44070/F6E13.20 {Arabidopsis  thaliana}
MNC5692214	
MNC5687436	similar to UP|Q8LB46 (Q8LB46) Light induced protein like
MNC5690906	similar to UP|Q84LB8 (Q84LB8) Glycolate oxidase   
MNC5690259	homologue to UP|TBB2_ELEIN (Q9ZPN9) Tubulin beta-2 chain  (Beta-2 tubulin)
MNC5688203	
MNC5700260	
MNC5687167	weakly similar to GP|21655199|gb| TIR/P-loop/LRR {Pinus  taeda}
MNC5701162	
MNC5701165	weakly similar to UP|SNA2_ARATH (Q9SPE6) Alpha-soluble NSF  attachment protein 2 (Alpha-SNAP2) (N-ethylmaleimide-sensitive factor attachment protein
MNC5701166	weakly similar to PIR|S57614|S57614 ARP protein -  Arabidopsis thaliana {Arabidopsis thaliana;}  
MNC5701164	
MNC5700686	similar to UP|Q84NF6 (Q84NF6) ABI3-interacting protein 2
MNC5701167	weakly similar to UP|Q9M4P4 (Q9M4P4) DYW9 protein  (Fragment)
MNC5688340	
MNC5688474	UP|Q9AUI3 (Q9AUI3) Laccase
MNC5688473	similar to SP|Q42546|DPNP_ 3'(2') 5'-bisphosphate  nucleotidase (EC 3.1.3.7) (3'(2') 5- bisphosphonucleoside 3'(2')
MNC5691156	similar to UP|O65860 (O65860) Aquaporin-like protein
MNC5694148	weakly similar to UP|Q9SXF7 (Q9SXF7) Amino acid  transporter-like protein 1
MNC5694147	
MNC5694142	
MNC5694140	weakly similar to GB|AAQ65084.1|34365545|BT010461 At1g04210  {Arabidopsis thaliana;} 
MNC5691158	homologue to GB|AAB86938.1|2642215|AF030386 NOI protein  {Arabidopsis thaliana;} 
MNC5690836	similar to GB|AAP37838.1|30725632|BT008479 At4g24220  {Arabidopsis thaliana;} 
MNC5690835	similar to UP|ATP4_IPOBA (Q40089) ATP synthase delta'  chain
MNC5690834	similar to GB|AAO42927.1|28416793|BT004681 At5g24660  {Arabidopsis thaliana;} 
MNC5690830	
MNC5690829	weakly similar to PIR|T07397|T07 kinesin heavy chain-like  protein (clone PKCBP) - potato
MNC5688347	similar to UP|PI21_ARATH (P43286) Aquaporin PIP2.1 (Plasma  membrane intrinsic protein 2a) (PIP2a)
MNC5692164	weakly similar to UP|Q9FT78 (Q9FT78) P23 co-chaperone
MNC5692163	
MNC5692162	
MNC5692435	weakly similar to UP|Q7PC86 (Q7PC86) PDR7 ABC transporter
MNC5692438	similar to UP|HSF8_LYCPE (P41153) Heat shock factor protein  HSF8 (Heat shock transcription factor 8) (HSTF 8) (Heat stress transcription factor)
MNC5692168	similar to GP|29289943|gb sucrose synthase {Solanum  tuberosum}
MNC5692167	similar to UP|Q9M3Z0 (Q9M3Z0) 60S ribosomal protein L6
MNC5700264	similar to UP|Q8W5R8 (Q8W5R8) BZIP transcription factor
MNC5699635	
MNC5698268	
MNC5698265	similar to GB|AAR24648.1|38603806|BT010870 At3g53720  {Arabidopsis thaliana;} 
MNC5698266	similar to UP|VP26_ARATH (Q9T091) Vacuolar protein sorting  26 homolog (VPS26 protein homolog)
MNC5698263	similar to GP|12539609|gb pathogen-inducible  alpha-dioxygenase {Nicotiana attenuata}
MNC5698264	weakly similar to UP|Q40713 (Q40713) Protein kinase 
MNC5698262	
MNC5698260	UP|Q8L8I8 (Q8L8I8) NBS/LRR (Fragment)
MNC5692038	similar to UP|Q8RTA9 (Q8RTA9) Ubiquitous surface protein A2  (Fragment)
MNC5692037	homologue to UP|Q9XER7 (Q9XER7) Rac-like GTP binding protein
MNC5691409	similar to UP|Q7XJP9 (Q7XJP9) At2g37850 protein
MNC5691411	similar to UP|Q84P43 (Q84P43) Protein kinase Pti1
MNC5691414	similar to PIR|C84531|C845 ferredoxin-nitrite reductase  [imported] - Arabidopsis thaliana
MNC5700759	weakly similar to GB|AAT41775.1|48310209|BT014792 At2g39000  {Arabidopsis thaliana;} 
MNC5688259	weakly similar to UP|Q94G86 (Q94G86) Beta-1
MNC5688262	weakly similar to UP|Q93X17 (Q93X17) Snakin2 precursor
MNC5688263	weakly similar to UP|O24188 (O24188) OsGRP2
MNC5688264	similar to UP|Q6WBY1 (Q6WBY1) Anti-bacterial protein
MNC5688265	similar to UP|HEM3_PEA (Q43082) Porphobilinogen deaminase
MNC5688266	similar to UP|Q8H581 (Q8H581) Protease inhibitor-like  protein
MNC5697365	homologue to UP|Q6TYR9 (Q6TYR9) Actin 7
MNC5688738	similar to GP|8778257|gb| F12K21.21 {Arabidopsis  thaliana}
MNC5697366	similar to UP|Q7F1B4 (Q7F1B4) Asparaginyl endopeptidase
MNC5697153	weakly similar to GB|AAO44024.1|28466831|BT004758 At3g62810  {Arabidopsis thaliana;} 
MNC5697286	homologue to UP|Q9AVU0 (Q9AVU0) 40S ribosomal protein S2
MNC5697285	homologue to emb|AJ271027.1|SGI271027 Sequoiadendron  giganteum partial 25S rRNA gene
MNC5697284	
MNC5697283	weakly similar to UP|MOB1_YEAST (P40484) Maintenance of  ploidy protein MOB1 (MPS1 binder 1)
MNC5697282	similar to GB|AAP31933.1|30387535|BT006589 At4g26850  {Arabidopsis thaliana;} 
MNC5697281	weakly similar to UP|SAP1_YEAST (P39955) SAP1 protein
MNC5697280	homologue to UP|Q9LN13 (Q9LN13) T6D22.2
MNC5697279	weakly similar to UP|Q8H286 (Q8H286) PVR3-like protein  (Fragment)
MNC5693719	similar to UP|EOL1_ARATH (Q9ZQX6) ETO1-like protein 1  (Ethylene overproducer 1-like protein 1)
MNC5697288	similar to UP|CYB5_TOBAC (P49098) Cytochrome b5
MNC5697287	homologue to UP|Q6RYC4 (Q6RYC4) 60S ribosomal protein L19
MNC5698849	similar to UP|O49483 (O49483) Receptor protein kinase-like  protein
MNC5698544	
MNC5691072	similar to GP|29724881|gb Sequence 64 from patent US  6528702
MNC5698540	similar to UP|O49656 (O49656) Predicted protein
MNC5693967	
MNC5693968	similar to UP|O65860 (O65860) Aquaporin-like protein
MNC5693966	homologue to UP|Q85X44 (Q85X44) ORF76a
MNC5693964	weakly similar to UP|Q9XEA7 (Q9XEA7) Cysteine synthase  
MNC5693961	
MNC5693962	similar to GP|20805004|dbj P0004D12.24 {Oryza sativa  (japonica cultivar-group)}
MNC5693959	similar to UP|Q9LPI5 (Q9LPI5) F6N18.17
MNC5693960	similar to PIR|T07370|T07370 ubiquinol-cytochrome-c  reductase  8.2K chain - potato {Solanum tuberosum;}  
MNC5690003	similar to UP|Q8L6E9 (Q8L6E9) GDA2 protein
MNC5695558	homologue to GB|AAO42959.1|28416857|BT004713 At5g57170  {Arabidopsis thaliana;} 
MNC5695557	
MNC5695549	
MNC5695551	similar to GB|AAC98030.1|4056457|F5O8 ESTs gb|234051 and  gb|F13722 come from this gene. {Arabidopsis thaliana;} 
MNC5695553	similar to UP|NDK1_MESCR (O81372) Nucleoside diphosphate  kinase I  (NDK I) (NDP kinase I) (NDPK I) 
MNC5695555	similar to GP|3645991|emb  /prediction=(method
MNC5696933	weakly similar to UP|Q8H6X3 (Q8H6X3) Thioredoxin h-like  protein
MNC5696934	similar to UP|Q6Z901 (Q6Z901) Kinesin light chain-like  protein
MNC5696935	homologue to UP|Q7X9K4 (Q7X9K4) S28 ribosomal protein  (Fragment)
MNC5696929	weakly similar to GB|AAP47500.1|32331945|AY164926 RTNLB48  {Populus tremula x Populus tremuloides;} 
MNC5696930	similar to UP|RL18_ARATH (P42791) 60S ribosomal protein L18
MNC5696931	similar to UP|Q84PB9 (Q84PB9) Elongation factor 1  gamma-like protein (Fragment)
MNC5696937	similar to UP|Q43312 (Q43312) Protein H2A
MNC5699654	UP|Q9M4R0 (Q9M4R0) Ubiquitin conjugating protein
MNC5694734	similar to UP|CP85_LYCES (Q43147) Cytochrome P450 85  (Dwarf protein) 
MNC5694735	similar to GB|AAK11228.1|12963361|AF327524 copper-binding  protein CUTA {Arabidopsis thaliana;} 
MNC5694736	
MNC5694729	similar to UP|Q7Y0S8 (Q7Y0S8) Erg-1
MNC5694731	weakly similar to UP|Q84NP6 (Q84NP6) Leaf senescence related  protein-like
MNC5694737	weakly similar to UP|Q94KD2 (Q94KD2) AT5g51950/MSG15_3
MNC5694738	similar to UP|Q8S0P2 (Q8S0P2) Ribosomal protein L28-like
MNC5695414	similar to UP|Q9SYL3 (Q9SYL3) F3F20.17 protein
MNC5695413	homologue to UP|O65052 (O65052) CROC-1-like protein  (Fragment)
MNC5690685	similar to UP|Q9FNP0 (Q9FNP0) Gb|AAF27124.1
MNC5695415	
MNC5690679	
MNC5690680	weakly similar to UP|Q766C2 (Q766C2) Aspartic proteinase  nepenthesin II
MNC5695412	similar to UP|Q9XEN2 (Q9XEN2) Actin depolymerizing factor  (Fragment)
MNC5696623	similar to UP|AMR1_ARATH (Q9ZVJ2) Protein At2g38710
MNC5695418	weakly similar to UP|T2_MOUSE (Q06666) Octapeptide-repeat  protein T2
MNC5695417	similar to UP|Q6X5Y6 (Q6X5Y6) WRINKLED1
MNC5696624	similar to UP|Q94C19 (Q94C19) At1g26850/T2P11_4
MNC5696648	
MNC5690014	
MNC5696642	
MNC5696639	
MNC5690308	weakly similar to UP|O04720 (O04720) Cysteine proteinase  inhibitor
MNC5696646	similar to UP|Q9FXM0 (Q9FXM0) Gamma tonoplast intrinsic  protein
MNC5696644	similar to UP|O80798 (O80798) T8F5.4 protein (Expressed  protein) (At1g65270)
MNC5692996	similar to GP|15419985|gb| CDK-activating kinase {Medicago  sativa subsp. x varia}
MNC5692993	weakly similar to UP|Q84TL6 (Q84TL6) Legumin-like protein
MNC5692991	similar to UP|VT11_ARATH (Q9SEL6) Vesicle transport v-SNARE  11 (AtVTI11) (Vesicle transport v-SNARE protein VTI1a) (Vesicle soluble NSF attachment protein receptor VTI1a) (AtVTI1a)
MNC5692992	weakly similar to UP|Q9SJW0 (Q9SJW0) Transfactor-like  protein
MNC5692989	similar to UP|O65462 (O65462) Receptor like protein  (Fragment)
MNC5692997	similar to UP|Q94JV1 (Q94JV1) At1g69340/F10D13.28
MNC5690301	similar to UP|Q6YZ10 (Q6YZ10) 27k vesicle-associated  membrane protein-associated protein-like
MNC5695751	weakly similar to UP|XTH9_ARATH (Q8LDW9) Xyloglucan  endotransglucosylase/hydrolase protein 9 precursor (At-XTH9) (XTH-9) 
MNC5690508	
MNC5690499	similar to UP|Q8W586 (Q8W586) AT4g21800/F17L22_260
MNC5690500	
MNC5690502	
MNC5690503	similar to UP|NTF2_ARATH (Q9C7F5) Nuclear transport factor  2 (NTF-2)
MNC5690505	homologue to UP|CHS7_PICMA (Q9M5M0) Chalcone synthase 7  (Naregenin-chalcone synthase 7) 
MNC5691612	
MNC5691610	homologue to UP|O35539 (O35539) Hepatoma-derived growth  factor
MNC5691609	weakly similar to UP|Q9LYU7 (Q9LYU7) Protein kinase-like
MNC5691616	weakly similar to UP|Q9ZPI1 (Q9ZPI1) Lysyl-tRNA synthetase   
MNC5691613	similar to UP|Q9M520 (Q9M520) Pinoresinol-lariciresinol  reductase TH2
MNC5691617	similar to UP|Q43427 (Q43427) DNA-binding protein
MNC5696268	similar to UP|Q9XIV1 (Q9XIV1) Cucumis sativus mRNA expressed  in cucumber hypocotyls
MNC5689304	similar to UP|Q8LB46 (Q8LB46) Light induced protein like
MNC5689305	
MNC5689302	homologue to UP|O82564 (O82564) Actin 2
MNC5689552	similar to PIR|T52133|T52133 potassium channel beta subunit  homolog [imported] - Arabidopsis thaliana {Arabidopsis thaliana;} 
MNC5689550	
MNC5689556	similar to UP|Q7Y0V3 (Q7Y0V3) Actin filament bundling  protein P-115-ABP
MNC5689554	
MNC5687480	similar to UP|Q9M520 (Q9M520) Pinoresinol-lariciresinol  reductase TH2
MNC5691644	homologue to UP|O65078 (O65078) Probable ubiquitin activating  enzyme 2 (Fragment)
MNC5691645	similar to UP|DXS_CAPAN (O78328) Probable  1-deoxy-D-xylulose-5-phosphate synthase
MNC5691640	
MNC5691639	similar to UP|Q7QGF0 (Q7QGF0) AgCP10303
MNC5691642	weakly similar to UP|Q8L8I8 (Q8L8I8) NBS/LRR (Fragment)
MNC5691641	similar to UP|UCRH_SOLTU (P48504) Ubiquinol-cytochrome C  reductase complex 7.8 kDa protein  (Mitochondrial hinge protein) (CR7) 
MNC5692643	similar to UP|Q8LJR4 (Q8LJR4) Syntaxin
MNC5692644	similar to UP|H2A_PETCR (P19177) Histone H2A
MNC5692641	similar to UP|Q8L9C3 (Q8L9C3) Copia-like retroelement pol  polyprotein
MNC5691647	similar to UP|Q7F8R0 (Q7F8R0) KH domain-containing  protein-like
MNC5692640	
MNC5693468	
MNC5693467	UP|CP78_PINRA (O65012) Cytochrome P450 78A4  
MNC5692707	
MNC5693462	similar to UP|Q8W593 (Q8W593) At1g67280/F1N21_10
MNC5693461	homologue to UP|Q8K2P0 (Q8K2P0) Rgmb protein
MNC5693465	weakly similar to GB|AAP21378.1|30102920|BT006570 At1g02870  {Arabidopsis thaliana;} 
MNC5693464	
MNC5693463	
MNC5689776	
MNC5689774	similar to UP|URIC_CANLI (P34798) Uricase II clone  PCCLNUO-01  (Urate oxidase) 
MNC5689771	
MNC5689770	
MNC5691997	similar to UP|RL4B_ARATH (Q9SF40) 60S ribosomal protein L4-2  (L1)
MNC5691994	weakly similar to UP|SRP_VITRI (Q9SW70) Stress-related  protein
MNC5691996	similar to UP|Q9SXL9 (Q9SXL9) Csf-1 protein (Fragment)
MNC5691995	
MNC5691990	weakly similar to UP|Q8VWW0 (Q8VWW0) Polyphosphoinositide  binding protein
MNC5689162	similar to UP|Q9ZRV0 (Q9ZRV0) Metallothionein-like protein  class II
MNC5688814	
MNC5695912	homologue to UP|O04829 (O04829) Ubiquitin extension  protein
MNC5690205	similar to UP|Q9M2R0 (Q9M2R0) Anthranilate  phosphoribosyltransferase-like protein
MNC5697097	similar to UP|RLA0_SOYBN (P50346) 60S acidic ribosomal  protein P0
MNC5697098	
MNC5693217	homologue to PIR|S11953|A1RZ photosystem I protein psaH  precursor - rice
MNC5693214	similar to PIR|G96755|G96755 developmental protein homolog  DG1118 [imported] - Arabidopsis thaliana {Arabidopsis thaliana;} 
MNC5697092	GB|AAA34124.1|170354|TOBUBI4A pentameric polyubiquitin  {Nicotiana sylvestris;} 
MNC5697090	GB|AAA34124.1|170354|TOBUBI4A pentameric polyubiquitin  {Nicotiana sylvestris;} 
MNC5697095	homologue to UP|TCTP_PSEMZ (Q9ZRX0) Translationally  controlled tumor protein homolog (TCTP)
MNC5697096	similar to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5693212	similar to UP|Q6PXE1 (Q6PXE1) Auxin-repressed protein
MNC5697399	similar to UP|O49078 (O49078) Cytochrome B6-F complex  iron-sulfur subunit
MNC5697400	similar to UP|Q8W2K4 (Q8W2K4) Cytochrome b5 reductase isoform  II
