MNC5696994	weakly similar to UP|Q94KH9 (Q94KH9) Aluminium induced  protein
MNC5699633	
MNC5698507	similar to UP|NRM2_ARATH (Q9C6B2) Metal transporter Nramp2  (AtNramp2)
MNC5696997	similar to UP|Q6YXT2 (Q6YXT2) Calmodulin-binding protein  family-like
MNC5696998	weakly similar to UP|Q9FAT0 (Q9FAT0) NikB
MNC5699629	
MNC5699630	
MNC5699631	
MNC5698508	similar to UP|Q9LMU1 (Q9LMU1) F2H15.10
MNC5700172	similar to UP|Q9SDW3 (Q9SDW3) Pectate lyase 2
MNC5697085	weakly similar to UP|Q9FJ06 (Q9FJ06) Emb|CAB82953.1
MNC5694791	weakly similar to UP|O65466 (O65466) Serine/threonine  kinase-like protein 
MNC5694789	similar to UP|O24314 (O24314) Water deficit inducible  protein LP3
MNC5694793	weakly similar to UP|Q8S8E4 (Q8S8E4) Expressed protein
MNC5690621	
MNC5690622	similar to UP|Q9LLQ4 (Q9LLQ4) Asparaginyl endopeptidase
MNC5690620	
MNC5690626	
MNC5690624	
MNC5690627	
MNC5690628	weakly similar to UP|Q8S2R9 (Q8S2R9) Aluminum-induced  protein-like protein
MNC5694676	similar to UP|O81105 (O81105) Leucine-rich repeat  transmembrane protein kinase 1 (Fragment)
MNC5701769	
MNC5696620	weakly similar to GB|AAG21976.1|10716947|AF263377 SKP1  interacting partner 1 {Arabidopsis thaliana;} 
MNC5696621	similar to UP|PS22_ARATH (O24633) Proteasome subunit beta type  2-2  (20S proteasome alpha subunit D2) 
MNC5696622	
MNC5696625	UP|THIH_PICMA (O65049) Thioredoxin H-type (TRX-H)
MNC5692973	
MNC5696628	similar to UP|Q8H0P8 (Q8H0P8) RNA-binding protein
MNC5692976	similar to GB|AAP13413.1|30023760|BT006305 At3g55530  {Arabidopsis thaliana;} 
MNC5692969	similar to UP|Q960S0 (Q960S0) LD38452p (CG11494-PA)  (Cg11494-pb)
MNC5692970	
MNC5688875	similar to UP|Q8VX73 (Q8VX73) Cyclophilin  
MNC5694671	similar to UP|ILV5_ARATH (Q05758) Ketol-acid  reductoisomerase
MNC5698021	
MNC5688869	similar to PDB|1DSF_H.0|3212509|1DSF_H Chain H
MNC5688576	similar to UP|O65014 (O65014) PRE87 protein
MNC5697540	similar to UP|TF2B_ORYSA (Q8W0W3) Transcription initiation  factor IIB (General transcription factor TFIIB)
MNC5690485	
MNC5700277	
MNC5690481	homologue to UP|Q6Z0K1 (Q6Z0K1) Aminotransferase-like  protein
MNC5690482	similar to GB|AAO42817.1|28416573|BT004571 At1g27330  {Arabidopsis thaliana;} 
MNC5690479	weakly similar to UP|Q8LAY4 (Q8LAY4) Bax inhibitor-1 like
MNC5690480	
MNC5700272	homologue to gb|M75722.1|ALSCP23SA Alnus incana chloroplast  23S ribosomal RNA (23S rRNA) gene
MNC5700271	
MNC5700270	similar to PIR|T06644|T06644 calmodulin homolog T20K18.210 -  Arabidopsis thaliana {Arabidopsis thaliana;} 
MNC5700269	
MNC5700276	similar to UP|Q9XGN4 (Q9XGN4) Galactinol synthase
MNC5688692	similar to UP|Q9FFD8 (Q9FFD8) Gb|AAF26981.1 (At5g16470)
MNC5690487	similar to GB|AAL90913.1|19699093|AY090251  AT4g35870/F4B14_140 {Arabidopsis thaliana;} 
MNC5688691	similar to UP|Q6Y9P5 (Q6Y9P5) COI1
MNC5688878	similar to UP|Q8S920 (Q8S920) Ubiquitin-conjugating enzyme  OsUBC5a
MNC5693458	weakly similar to UP|Q9M602 (Q9M602) O-methyltransferase
MNC5691845	similar to UP|Q93QS9 (Q93QS9) Erp precursor
MNC5701139	
MNC5690002	similar to PIR|T52386|T52386 mitotic checkpoint protein  [imported] - Arabidopsis thaliana {Arabidopsis thaliana;} 
MNC5688695	
MNC5688570	homologue to GB|AAC36527.1|3642680|MMU89421 guanine  nucleotide exchange factor Lsc {Mus musculus;} 
MNC5701140	
MNC5693450	homologue to GB|BAD10426.1|42409159|AP005485 RNA recognition  motif (RRM)-containing protein-like {Oryza sativa (japonica cultivar-group);} 
MNC5688571	similar to UP|Q8BCP9 (Q8BCP9) S protein (Fragment)
MNC5690357	
MNC5692623	class II chitinase [Picea abies]  
MNC5691620	similar to UP|Q93X17 (Q93X17) Snakin2 precursor
MNC5691619	
MNC5691626	similar to UP|Q8LKQ7 (Q8LKQ7) VTC2
MNC5691623	
MNC5691627	weakly similar to UP|Q9HUI4 (Q9HUI4) Probable amino acid  permease
MNC5692627	
MNC5692628	weakly similar to UP|Q8Y5S9 (Q8Y5S9) Lmo1976 protein
MNC5690341	
MNC5690912	
MNC5689754	similar to UP|Q8LFK9 (Q8LFK9) 3-dehydroquinate synthase-like  protein
MNC5689756	
MNC5689750	
MNC5689752	
MNC5689751	homologue to UP|O22599 (O22599) NADPH
MNC5690345	similar to UP|Q9LFD4 (Q9LFD4) Protein kinase-like protein
MNC5689757	
MNC5689252	
MNC5689255	weakly similar to UP|NO60_DROME (O44081) Nucleolar protein  AT band 60B (Minifly protein)
MNC5689254	similar to UP|Q9LJF4 (Q9LJF4) Emb|CAB87904.1
MNC5689003	weakly similar to UP|Q9FPH4 (Q9FPH4) AT4g33900
MNC5697077	weakly similar to UP|Q40480 (Q40480) C-7 protein
MNC5697078	homologue to UP|Q6RI22 (Q6RI22) 60S ribosomal protein L44
MNC5697528	homologue to UP|O23140 (O23140) AP47/50p
MNC5697073	weakly similar to UP|Q9LVC9 (Q9LVC9) 60S acidic ribosomal  protein P3
MNC5697074	similar to GB|AAM10337.1|20147247|AY093713  AT3g04780/F7O18_27 {Arabidopsis thaliana;} 
MNC5697075	similar to UP|Q6USQ8 (Q6USQ8) NADPH-dependent cinnamyl alcohol  dehydrogenase
MNC5697076	similar to UP|Q9LW68 (Q9LW68) Gb|AAC63835.1
MNC5697069	similar to UP|Q9XHL9 (Q9XHL9) Histone H1 WH1B.1
MNC5697070	similar to UP|ACP2_SPIOL (P23235) Acyl carrier protein II
MNC5697071	similar to GB|BAC78560.1|32352134|AB110168 caffeoyl-CoA  3-O-methyltransferase {Oryza sativa (japonica cultivar-group);} 
MNC5698390	
MNC5697675	similar to UP|Q6SPR2 (Q6SPR2) Ribosomal protein L37
MNC5697676	similar to UP|Q9SAW3 (Q9SAW3) P-type H+-ATPase
MNC5688404	weakly similar to GB|AAM64538.1|21592589|AY086975  cinnamoyl-CoA reductase-like protein {Arabidopsis thaliana;} 
MNC5688403	
MNC5688406	
MNC5688405	weakly similar to UP|Q9SWV2 (Q9SWV2) ER6 protein (Fragment)
MNC5688399	
MNC5688401	
MNC5697146	
MNC5697671	weakly similar to GB|AAL87364.1|19548001|AY081711  AT5g01800/T20L15_70 {Arabidopsis thaliana;} 
MNC5697140	weakly similar to UP|O65450 (O65450) Glycine-rich protein
MNC5690358	
MNC5697670	UP|Q8H933 (Q8H933) Alpha tubulin
MNC5694997	
MNC5694992	
MNC5694994	similar to UP|Q9V3V6 (Q9V3V6) CG10370-PA (GH12068p) (26S  proteasome regulatory complex subunit p50)
MNC5694995	
MNC5694996	homologue to GB|AAP13398.1|30023730|BT006290 At1g25280  {Arabidopsis thaliana;} 
MNC5691376	
MNC5698928	
MNC5698927	
MNC5698693	
MNC5698690	
MNC5696738	similar to UP|Q94C11 (Q94C11) AT3g52120/F4F15_230
MNC5689027	
MNC5691373	
MNC5700267	weakly similar to UP|O81702 (O81702) Gr1-protein
MNC5698038	similar to UP|Q946Y4 (Q946Y4) Inward rectifying shaker-like  K+ channel
MNC5698037	
MNC5698032	
MNC5699656	similar to GB|BAC24840.1|25553569|AP002838 ankyrin-like  protein {Oryza sativa (japonica cultivar-group);} 
MNC5698036	
MNC5698035	
MNC5698034	
MNC5698033	
MNC5694053	homologue to UP|Q00984 (Q00984) Chlorophyll a/b-binding  protein precursor
MNC5691715	
MNC5700307	
MNC5699301	
MNC5699299	
MNC5699307	
MNC5694056	
MNC5695786	similar to UP|Q84RC5 (Q84RC5) Alpha-L-arabinofuranosidase
MNC5691371	weakly similar to GB|AAO63378.1|28950909|BT005314 At4g24340  {Arabidopsis thaliana;} 
MNC5693749	
MNC5693754	similar to UP|Q9MSB6 (Q9MSB6) Triose phosphate/phosphate  translocator
MNC5693753	weakly similar to GB|AAP42748.1|30984570|BT008735 At3g06080  {Arabidopsis thaliana;} 
MNC5693756	similar to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5693758	homologue to UP|O22430 (O22430) H2A homolog
MNC5693757	similar to PIR|T10751|T10751 MADS-box protein MADS9 -  Monterey pine {Pinus radiata;} 
MNC5694050	
MNC5694049	
MNC5700749	similar to UP|Q74TR3 (Q74TR3) Haloacid dehalogenase-like  hydrolase family protein
MNC5691403	weakly similar to UP|P93132 (P93132) Auxin-induced protein
MNC5691401	similar to UP|Q84Z89 (Q84Z89) 30S ribosomal protein  S16-like
MNC5691399	
MNC5700756	
MNC5700757	
MNC5700758	
MNC5691408	
MNC5690792	weakly similar to GB|AAP37805.1|30725566|BT008446 At5g25460  {Arabidopsis thaliana;} 
MNC5694052	similar to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5699446	similar to UP|Q9LDL7 (Q9LDL7) SCARECROW gene regulator-like  (Phytochrome A signal transduction 1 protein)
MNC5699442	
MNC5699440	
MNC5699439	
MNC5699447	
MNC5695747	weakly similar to UP|Q9LKX5 (Q9LKX5) Acyl-CoA oxidase ACX3  (At1g06290) 
MNC5695748	weakly similar to UP|GCSH_FLAPR (P49359) Glycine cleavage  system H protein
MNC5692210	
MNC5695744	
MNC5695745	weakly similar to UP|Q757T2 (Q757T2) AEL070Wp
MNC5695746	
MNC5695251	similar to UP|Q95V70 (Q95V70) Cell surface immobilization  antigen SerH5
MNC5695249	similar to UP|O65066 (O65066) GASA5-like protein
MNC5695255	homologue to UP|O24247 (O24247) Small heat shock protein
MNC5695256	similar to UP|HEM6_ARATH (Q9LR75) Coproporphyrinogen III  oxidase
MNC5695253	similar to GB|AAO39927.1|28372890|BT003699 At3g10120  {Arabidopsis thaliana;} 
MNC5695254	
MNC5700105	similar to UP|Q8J0U1 (Q8J0U1) ADP-ATP translocase
MNC5700106	
MNC5695257	weakly similar to UP|Q84VH0 (Q84VH0) Glutathione S-transferase  Z1
MNC5695258	similar to UP|Q8VXU5 (Q8VXU5) AT3g53630/F4P12_330
MNC5700101	
MNC5700102	similar to UP|Q708X3 (Q708X3) Pectin methylesterase  (Fragment) 
MNC5700099	similar to GB|AAP68227.1|31711742|BT008788 At5g38640  {Arabidopsis thaliana;} 
MNC5700100	
MNC5687160	similar to UP|SY71_ARATH (Q9SF29) Syntaxin 71 (AtSYP71)
MNC5692215	weakly similar to GB|AAS56573.1|45270384|AY558247 YJL055W  {Saccharomyces cerevisiae;} 
MNC5692216	
MNC5690906	
MNC5692974	similar to UP|Q9AVT4 (Q9AVT4) 60S ribosomal protein L13E
MNC5690259	homologue to UP|TBB2_ELEIN (Q9ZPN9) Tubulin beta-2 chain  (Beta-2 tubulin)
MNC5688203	similar to UP|KPYA_RICCO (Q43117) Pyruvate kinase isozyme  A
MNC5700260	
MNC5691272	
MNC5687167	
MNC5688199	
MNC5701162	
MNC5701159	
MNC5701165	similar to UP|SNA2_ARATH (Q9SPE6) Alpha-soluble NSF  attachment protein 2 (Alpha-SNAP2) (N-ethylmaleimide-sensitive factor attachment protein
MNC5701166	weakly similar to UP|Q9FX95 (Q9FX95) ARP protein  (At1g49670)
MNC5701164	
MNC5700686	weakly similar to UP|Q84NF6 (Q84NF6) ABI3-interacting protein  2
MNC5701167	
MNC5701168	
MNC5688340	weakly similar to UP|Q8GRV4 (Q8GRV4) Symbiosis-related  protein-like protein
MNC5688474	
MNC5691156	homologue to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5694148	weakly similar to UP|Q9SXF7 (Q9SXF7) Amino acid  transporter-like protein 1
MNC5694147	weakly similar to UP|Q9ZP87 (Q9ZP87) Epoxide hydrolase
MNC5694142	similar to UP|Q6HNB6 (Q6HNB6) Na+/H+ antiporter
MNC5694140	weakly similar to GB|AAQ65084.1|34365545|BT010461 At1g04210  {Arabidopsis thaliana;} 
MNC5691274	weakly similar to UP|Q9LQ43 (Q9LQ43) T30E16.31
MNC5690836	
MNC5690835	similar to UP|ATP4_IPOBA (Q40089) ATP synthase delta' chain
MNC5690834	weakly similar to GB|AAO42927.1|28416793|BT004681 At5g24660  {Arabidopsis thaliana;} 
MNC5690833	
MNC5690830	
MNC5690829	
MNC5688347	similar to UP|O65045 (O65045) Probable aquaporin
MNC5692164	
MNC5692163	weakly similar to UP|Q940R4 (Q940R4) AT4g16560/dl4305c
MNC5692162	weakly similar to UP|Q9M8Y6 (Q9M8Y6) T6K12.8 protein  (At3g04300)
MNC5692436	
MNC5692435	weakly similar to UP|Q7PC86 (Q7PC86) PDR7 ABC transporter
MNC5692438	weakly similar to GB|AAA98791.1|212879|CHKVITB vitellogenin  {Gallus gallus;} 
MNC5692168	weakly similar to UP|Q9FRX3 (Q9FRX3) Sucrose synthase 1
MNC5692167	similar to UP|RL6_MESCR (P34091) 60S ribosomal protein L6  (YL16-like)
MNC5700264	
MNC5696904	weakly similar to UP|P93795 (P93795) Short-chain alcohol  dehydrogenase
MNC5699635	
MNC5697156	similar to GB|AAB18275.1|849160|GFU27303 beta-tubulin  {Gibberella fujikuroi;} 
MNC5699636	
MNC5698268	
MNC5698265	
MNC5698266	
MNC5698263	
MNC5698261	
MNC5698262	
MNC5698259	
MNC5698260	similar to PDB|1GIS_A.0|31615300|1GIS_A Chain A
MNC5692038	
MNC5699632	
MNC5700266	
MNC5692037	similar to UP|Q9M5B7 (Q9M5B7) Rac 4 protein (Fragment)
MNC5691409	weakly similar to UP|Q7XJP9 (Q7XJP9) At2g37850 protein
MNC5691412	
MNC5692846	
MNC5689644	
MNC5692036	
MNC5691413	weakly similar to UP|Q9FLT8 (Q9FLT8) Similarity to ABC  transporter
MNC5688259	weakly similar to UP|Q94G86 (Q94G86) Beta-1
MNC5688262	similar to UP|Q93X17 (Q93X17) Snakin2 precursor
MNC5688263	weakly similar to UP|O24188 (O24188) OsGRP2
MNC5688264	
MNC5688265	similar to UP|Q8RYB1 (Q8RYB1) Porphobilinogen deaminase  (Fragment)
MNC5688266	similar to UP|Q8H567 (Q8H567) Protease inhibitor-like  protein
MNC5688267	similar to UP|Q6T7F5 (Q6T7F5) Embryonic liver  differentiation factor 10 (Fragment)
MNC5688738	similar to GB|AAF79266.1|8778257|AC023279 F12K21.21  {Arabidopsis thaliana;} 
MNC5697366	weakly similar to UP|Q7F1B4 (Q7F1B4) Asparaginyl endopeptidase
MNC5691417	similar to UP|Q92B10 (Q92B10) Lin1758 protein
MNC5697359	similar to UP|Q9XHL9 (Q9XHL9) Histone H1 WH1B.1
MNC5697286	UP|Q9AVU0 (Q9AVU0) 40S ribosomal protein S2
MNC5697285	homologue to emb|AJ271027.1|SGI271027 Sequoiadendron giganteum  partial 25S rRNA gene
MNC5697284	
MNC5697283	weakly similar to UP|MOB1_SCHPO (O94360) Maintenance of ploidy  protein mob1
MNC5697282	similar to UP|Q8LKQ7 (Q8LKQ7) VTC2
MNC5697281	weakly similar to UP|SAP1_YEAST (P39955) SAP1 protein
MNC5697280	UP|Q9AVT7 (Q9AVT7) Translation elongation factor-1 alpha  (Fragment)
MNC5697279	homologue to UP|Q7N2I6 (Q7N2I6) Transcriptional regulator  LrhA (HexA)
MNC5691281	similar to UP|Q94AV6 (Q94AV6) AT4g38500/F20M13_60
MNC5697362	weakly similar to GB|AAO23623.1|27765004|BT003058 At3g44100  {Arabidopsis thaliana;} 
MNC5697288	similar to UP|CYS5_TOBAC (P49099) Cytochrome b5
MNC5697287	weakly similar to UP|Q7XZQ9 (Q7XZQ9) S-adenosylmethionine  decarboxylase proenzyme  
MNC5698546	
MNC5698545	similar to UP|Q8BSN1 (Q8BSN1) Mus musculus 13 days embryo  forelimb cDNA
MNC5698544	
MNC5698315	
MNC5698310	weakly similar to UP|Q94AX9 (Q94AX9) At1g72650/F28P22_16  (MYB transcription factor)
MNC5698309	
MNC5691072	similar to UP|Q6GUF3 (Q6GUF3) Non-inducible immunity 1
MNC5698856	weakly similar to UP|Q8GSD7 (Q8GSD7) MRNA capping enzyme-like  protein
MNC5693967	
MNC5693968	homologue to UP|MT3_PICGL (Q40854) Metallothionein-like  protein EMB30
MNC5693966	homologue to UP|Q85X69 (Q85X69) ORF81
MNC5693963	
MNC5693964	weakly similar to UP|Q9XEA7 (Q9XEA7) Cysteine synthase  
MNC5693959	
MNC5693960	homologue to UP|Q42897 (Q42897) Ubiquitin conjugating enzyme  E2
MNC5690003	similar to UP|Q8L6E9 (Q8L6E9) GDA2 protein
MNC5695558	
MNC5695557	homologue to UP|Q8RWR0 (Q8RWR0) MFL8.1/MFL8.1  (At2g43210/MFL8.1)
MNC5695549	weakly similar to UP|Q84TV1 (Q84TV1) Nodulin-like protein
MNC5695551	similar to GB|AAM15519.1|20198312|U78721 Expressed protein  {Arabidopsis thaliana;} 
MNC5695553	similar to UP|NDK1_SPIOL (Q02254) Nucleoside diphosphate kinase  I  (NDK I) (NDP kinase I) (NDPK I) 
MNC5695555	weakly similar to UP|O23144 (O23144) Proton pump interactor  (AT4g27500/F27G19_100)
MNC5688557	
MNC5688558	weakly similar to UP|Q84MD3 (Q84MD3) At5g47455
MNC5691471	
MNC5690536	weakly similar to UP|Q93Z47 (Q93Z47) AT5g09850/MYH9_6
MNC5700119	
MNC5696933	weakly similar to UP|Q8H6X4 (Q8H6X4) Thioredoxin h-like  protein
MNC5696934	similar to UP|Q7XA91 (Q7XA91) At3g27960
MNC5696935	homologue to UP|Q7X9K4 (Q7X9K4) S28 ribosomal protein  (Fragment)
MNC5696936	similar to UP|RL38_ARATH (O22860) 60S ribosomal protein L38
MNC5696929	weakly similar to GB|AAP47409.1|32331763|AY164835 RTNLB29  {Pinus taeda;} 
MNC5696930	similar to UP|Q94GV7 (Q94GV7) Cytoplasmic ribosomal protein  L18
MNC5696931	similar to GB|AAB68410.1|500677|YSCH9315 Yhr122wp  {Saccharomyces cerevisiae;} 
MNC5699651	
MNC5699652	weakly similar to GB|BAA07127.1|639869|RATCK2 choline  kinase R2 {Rattus norvegicus;} 
MNC5699649	weakly similar to UP|K1CJ_MOUSE (P02535) Keratin
MNC5699650	
MNC5696937	homologue to UP|O22430 (O22430) H2A homolog
MNC5699654	UP|Q9M4R0 (Q9M4R0) Ubiquitin conjugating protein
MNC5689007	
MNC5694734	weakly similar to UP|Q8GSQ1 (Q8GSQ1) Cytochrome P450
MNC5694735	similar to GB|AAK11228.1|12963361|AF327524 copper-binding  protein CUTA {Arabidopsis thaliana;} 
MNC5694736	
MNC5694729	similar to UP|Q7Y0S8 (Q7Y0S8) Erg-1
MNC5694731	
MNC5694737	weakly similar to UP|Q94KD2 (Q94KD2) AT5g51950/MSG15_3
MNC5694738	weakly similar to UP|Q8S0P2 (Q8S0P2) Ribosomal protein  L28-like
MNC5690683	similar to UP|SYN2_RAT (Q63537) Synapsin II
MNC5690684	
MNC5690685	similar to UP|Q9LDZ1 (Q9LDZ1) Gb|AAF34839.1 (At3g15300)
MNC5695415	similar to UP|Q8L884 (Q8L884) Auxin influx carrier protein
MNC5690679	weakly similar to GB|AAO42967.1|28416873|BT004721 At5g19875  {Arabidopsis thaliana;} 
MNC5690680	similar to UP|Q84M99 (Q84M99) At2g03200
MNC5690681	weakly similar to UP|Q8GRS4 (Q8GRS4) Fw2.2
MNC5696623	similar to UP|AMR1_ARATH (Q9ZVJ2) Protein At2g38710
MNC5695418	
MNC5690688	
MNC5696624	similar to UP|Q94EJ6 (Q94EJ6) AT4g18030/T6K21_210
MNC5696648	weakly similar to UP|Q9LY36 (Q9LY36) SRG1-like protein
MNC5690307	
MNC5690014	weakly similar to UP|Q9LMH5 (Q9LMH5) F16A14.3
MNC5696642	weakly similar to GB|AAD18096.1|4337175|T31J12 ESTs  gb|T20589
MNC5696639	similar to UP|Q940T5 (Q940T5) AT5g59550/f2o15_210
MNC5690308	weakly similar to UP|Q9M537 (Q9M537) Cysteine protease  inhibitor
MNC5696645	similar to UP|Q6Q623 (Q6Q623) Dioxygenase RAMOSUS1
MNC5696646	similar to UP|Q9FXM0 (Q9FXM0) Gamma tonoplast intrinsic  protein
MNC5696644	weakly similar to UP|O80798 (O80798) T8F5.4 protein  (Expressed protein) (At1g65270)
MNC5692995	similar to UP|Q8W4S2 (Q8W4S2) At1g60590/F8A5_12
MNC5692996	similar to UP|KC47_ORYSA (P29620) CDC2+/CDC28-related  protein kinase R2  
MNC5692993	weakly similar to UP|Q84TL6 (Q84TL6) Legumin-like protein
MNC5692991	similar to UP|VT13_ARATH (Q9LVP9) Vesicle transport v-SNARE  13 (AtVTI13) (Vesicle transport v-SNARE protein VTI13) (Vesicle soluble NSF attachment protein receptor 13)
MNC5692992	similar to UP|Q9SJW0 (Q9SJW0) Transfactor-like protein
MNC5692989	
MNC5692997	similar to UP|Q94JV1 (Q94JV1) At1g69340/F10D13.28
MNC5690301	UP|Q9LVV9 (Q9LVV9) Membrane associated protein
MNC5695751	weakly similar to UP|XTH9_ARATH (Q8LDW9) Xyloglucan  endotransglucosylase/hydrolase protein 9 precursor (At-XTH9) (XTH-9) 
MNC5690508	
MNC5690427	
MNC5690499	similar to UP|Q8W586 (Q8W586) AT4g21800/F17L22_260
MNC5690500	
MNC5690501	
MNC5690502	weakly similar to GB|CAC05429.1|9955544|ATT6I14  leukotriene-A4 hydrolase-like protein {Arabidopsis thaliana;} 
MNC5690503	weakly similar to UP|Q8WQJ1 (Q8WQJ1) 60S acidic ribosomal  protein P1
MNC5690504	
MNC5690505	homologue to UP|CHS7_PICMA (Q9M5M0) Chalcone synthase 7  (Naregenin-chalcone synthase 7) 
MNC5691612	similar to UP|Q9M1T1 (Q9M1T1) Sugar-phosphate isomerase-like  protein
MNC5691610	GB|AAA29531.1|160178|PFACSAZ circumsporozoite protein  {Plasmodium berghei;} 
MNC5691616	weakly similar to UP|Q9ZPI1 (Q9ZPI1) Lysyl-tRNA synthetase  
MNC5691615	similar to UP|P89251 (P89251) Nonstructural protein
MNC5691613	
MNC5691617	similar to UP|HAT5_ARATH (Q02283) Homeobox-leucine zipper  protein HAT5 (HD-ZIP protein 5) (HD-ZIP protein ATHB-1)
MNC5693883	similar to UP|Q8W1X3 (Q8W1X3) ATP-sulfurylase
MNC5696268	similar to UP|Q9XZY1 (Q9XZY1) Possible surface antigen
MNC5689304	similar to UP|Q8LB46 (Q8LB46) Light induced protein like
MNC5689303	weakly similar to GB|AAR24685.1|38603880|BT010907 At4g32960  {Arabidopsis thaliana;} 
MNC5689305	similar to UP|Q84LW7 (Q84LW7) Peptidylprolyl cis-trans  isomerase  
MNC5689302	homologue to UP|Q6TYR9 (Q6TYR9) Actin 7
MNC5689552	similar to UP|O49847 (O49847) Potassium channel beta subunit  (Fragment)
MNC5689550	UP|Q7PS66 (Q7PS66) ENSANGP00000015316 (Fragment)
MNC5689549	similar to UP|Q91FU0 (Q91FU0) 232R
MNC5689556	similar to UP|Q7Y0V3 (Q7Y0V3) Actin filament bundling protein  P-115-ABP
MNC5689554	homologue to UP|Q6YLX4 (Q6YLX4) L41 ribosomal protein  (Ribosomal protein L41)
MNC5687480	
MNC5691644	UP|O65078 (O65078) Probable ubiquitin activating enzyme 2  (Fragment)
MNC5691643	similar to UP|Q9AXM0 (Q9AXM0) Prohibitin 1-like protein
MNC5700292	similar to GB|BAD22064.1|47848239|AP005316  XTP3-transactivated protein A-like {Oryza sativa (japonica cultivar-group);} 
MNC5691645	similar to UP|DXS_CAPAN (O78328) Probable  1-deoxy-D-xylulose-5-phosphate synthase
MNC5700294	
MNC5691639	similar to UP|Q7QGF0 (Q7QGF0) AgCP10303
MNC5691642	
MNC5691641	weakly similar to UP|UCRH_SOLTU (P48504)  Ubiquinol-cytochrome C reductase complex 7.8 kDa protein (Mitochondrial hinge protein) (CR7) 
MNC5692645	
MNC5692643	similar to UP|Q8LJR4 (Q8LJR4) Syntaxin
MNC5692644	similar to UP|H2A_PETCR (P19177) Histone H2A
MNC5691648	weakly similar to UP|Q72FS4 (Q72FS4) Sensor histidine  kinase
MNC5691647	similar to UP|Q7F8R0 (Q7F8R0) KH domain-containing  protein-like
MNC5692640	similar to GB|AAF13670.1|6470216|AF188935 pXO2-65 {Bacillus  anthracis;} 
MNC5693468	
MNC5693467	homologue to UP|CP78_PINRA (O65012) Cytochrome P450 78A4  
MNC5700041	
MNC5693462	homologue to UP|Q8W593 (Q8W593) At1g67280/F1N21_10
MNC5693461	homologue to UP|Q8K2P0 (Q8K2P0) Rgmb protein
MNC5693465	weakly similar to GB|AAP21378.1|30102920|BT006570 At1g02870  {Arabidopsis thaliana;} 
MNC5693464	similar to UP|Q8ZWM1 (Q8ZWM1) P. aerophilum family 550  protein
MNC5693463	
MNC5689778	
MNC5689776	
MNC5689774	similar to UP|URIC_PHAVU (P53763) Uricase II  (Urate  oxidase) (Nodule specific uricase) 
